problem_name,count,completion_tokens,prompt_tokens,mean_completion_tokens,median_completion_tokens,std_completion_tokens,var_completion_tokens,min_completion_tokens,max_completion_tokens,mean_prompt_tokens,median_prompt_tokens,std_prompt_tokens,var_prompt_tokens,min_prompt_tokens,max_prompt_tokens,accuracy,precision,recall,f1_score
Connected Maximum-density Still Life,32,128,5365,4.0,4.0,0.0,0.0,4,4,167.65625,165.0,4.209125071908382,17.71673387096774,163,172,1.0,1.0,1.0,1.0
Crossing Minimization,32,11656,16108,364.25,362.0,80.73493068219025,6518.129032258064,226,510,503.375,505.5,38.1886235381944,1458.3709677419354,441,567,0.97,0.97,0.99,0.98
Graceful Graphs,32,1464,7319,45.75,48.0,7.733463106067244,59.806451612903224,12,48,228.71875,229.0,2.0515041688572584,4.20866935483871,225,232,1.0,1.0,0.95,0.97
Graph Colouring,32,27849,21200,870.28125,949.5,263.71823115505003,69547.3054435484,276,1353,662.5,653.0,100.95319899387425,10191.548387096775,392,789,0.58,0.58,0.86,0.69
Incremental Scheduling,32,16654,29859,520.4375,535.5,135.74381409300435,18426.38306451613,347,880,933.09375,870.0,86.15528342999764,7422.732862903225,845,1046,0.88,0.88,0.96,0.91
Knight Tour,32,1203,8704,37.59375,44.0,20.403762105663656,416.31350806451616,5,69,272.0,279.5,26.314475349191856,692.4516129032259,230,313,0.65,0.65,0.65,0.65
Knight Tour With Holes,32,1825,10220,57.03125,56.0,2.999831984542446,8.99899193548387,51,66,319.375,320.0,3.159726407102668,9.983870967741936,308,324,0.64,0.64,0.65,0.64
Labyrinth,32,56556,24312,1767.375,1593.0,789.6337145954486,623521.4032258064,843,3161,759.75,759.5,1.3912166872805047,1.935483870967742,756,763,1.0,1.0,1.0,1.0
Maximal Clique Problem,32,3469,11993,108.40625,106.0,15.258756079601449,232.8296370967742,86,178,374.78125,377.0,7.307682104603037,53.40221774193548,355,386,1.0,1.0,1.0,1.0
Nomystery,32,5989,19636,187.15625,188.0,16.576527078975257,274.78125,154,208,613.625,624.0,27.960513632275163,781.7903225806451,562,646,0.99,0.99,0.96,0.98
Partner Units,32,6106,10665,190.8125,175.0,33.43885850420908,1118.157258064516,130,322,333.28125,332.0,4.907100681336607,24.079637096774192,331,358,0.16,0.16,0.13,0.14
Permutation Pattern Matching,32,2886,12700,90.1875,98.0,26.870582907827878,722.0282258064516,47,149,396.875,397.5,11.953539089917829,142.88709677419354,371,421,0.53,0.53,0.52,0.52
Ricochet Robots,32,4085,23824,127.65625,120.0,23.71689118369764,562.4909274193549,111,192,744.5,743.0,7.3308891332409996,53.74193548387097,735,764,0.91,0.91,0.64,0.75
Sokoban,32,12997,29833,406.15625,392.0,46.16807259805584,2131.4909274193546,359,590,932.28125,923.5,41.56008815461482,1727.2409274193549,887,1054,0.95,0.95,0.99,0.97
Stable Marriage,32,5634,17185,176.0625,176.0,0.3535533905932738,0.125,176,178,537.03125,536.0,4.98050635461768,24.805443548387096,524,547,0.97,0.97,0.97,0.97
Valves Location Problem,32,5404,17879,168.875,165.0,11.708144394449974,137.08064516129033,153,199,558.71875,557.5,11.305820296672204,127.82157258064517,538,583,0.98,0.98,0.99,0.99
